game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_goals,away_team_goals,team,game_state,passer,shooter,pass_x,pass_y,rec_x,rec_y,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer,pass_dist,pass_angle,shooter_dist,shot_dist,shot_angle
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2538,4,2,1,Boston Pride,5v5,Kaleigh Fratkin,Mallory Souliotis,55,50,100,12,173,16,Snapshot,On Net,FALSE,FALSE,58.89821729050889,-2.9903449751653746,73.10950690573696,31.38470965295043,59.34933204294713
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2583,2,2,1,Boston Pride,5v5,Lauren Kelly,Taylor Wenczkowski,114,84,132,70,169,52,Snapshot,On Net,FALSE,FALSE,22.80350850198276,-28.66395711028154,41.14608122288197,21.93171219946131,-24.22774531795417
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2597,0,2,1,Boston Pride,5v5,Carlee Turner,Meghara McManus,185,79,167,59,169,58,Snapshot,On Net,TRUE,FALSE,26.90724809414742,-83.6598082540901,2.23606797749979,25,-36.86989764584402
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2750,1,2,1,Boston Pride,5v5,Tereza Vanisova,Taylor Wenczkowski,155,76,153,45,164,43,Snapshot,Missed,TRUE,FALSE,31.064449134018133,-44.14490260373328,11.180339887498949,25,0
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2837,1,2,1,Minnesota Whitecaps,5v5,Haley Mack,Maddie Rowe,182,8,127,10,127,10,Slapshot,Missed,TRUE,TRUE,55.036351623268054,78.69006752597979,0,70.2353187506115,28.024500532070256
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2855,2,2,1,Boston Pride,5v5,Carlee Turner,Meghara McManus,100,25,111,12,156,17,Slapshot,Blocked,FALSE,FALSE,17.029386365926403,11.433681265426673,45.27692569068709,42.01190307520001,38.23382517744694
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2862,1,2,1,Boston Pride,5v5,Meghara McManus,Meaghan Rickard,192,51,176,44,176,44,Snapshot,Missed,FALSE,TRUE,17.46424919657298,-110.55604521958347,0,13.038404810405298,-4.398705354995532
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3026,1,2,1,Minnesota Whitecaps,5v4,Audra Richards,Haley Mack,151,36,170,24,179,39,Snapshot,On Net,FALSE,FALSE,22.47220505424423,10.43747535111818,17.4928556845359,10.770329614269007,21.80140948635181
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3046,1,2,1,Boston Pride,4v5,Meghara McManus,Carlee Turner,163,28,164,50,172,51,Snapshot,On Net,FALSE,FALSE,22.02271554554524,29.98163936884934,8.06225774829855,18.788294228055936,-25.201123645475075
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3087,2,2,1,Minnesota Whitecaps,5v4,Stephanie Anderson,Sydney Baldwin,154,49,140,51,156,42,Snapshot,Blocked,FALSE,FALSE,14.142135623730951,-9.727578551401605,18.35755975068582,33.015148038438355,1.735704588928389
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3111,0,2,1,Boston Pride,5v5,Samantha Davis,Jenna Rheault,187,24,171,28,171,28,Fan,Missed,FALSE,TRUE,16.492422502470642,83.99099404250549,0,23.430749027719962,39.80557109226519
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3196,2,2,1,Minnesota Whitecaps,5v4,Meghan Lorence,Sydney Baldwin,195,26,136,50,150,45,Snapshot,Missed,FALSE,FALSE,63.694583757176716,109.44003482817618,14.866068747318506,39.05124837953327,-2.935673446421173
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3229,1,2,1,Minnesota Whitecaps,5v4,Allie Thunstrom,Meaghan Pezon,193,69,170,75,172,65,Snapshot,Missed,FALSE,FALSE,23.769728648009426,-98.74616226255522,10.198039027185569,27.80287754891569,-52.30575953331083
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3245,1,2,1,Minnesota Whitecaps,5v4,Jonna Curtis,Allie Thunstrom,194,54,182,41,182,41,Snapshot,On Net,FALSE,FALSE,17.69180601295413,-114.44395478041653,0,7.280109889280518,15.945395900922856
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3260,3,2,1,Minnesota Whitecaps,5v4,Meaghan Pezon,Maddie Rowe,152,78,136,24,129,18,Snapshot,Missed,FALSE,FALSE,56.32051136131489,-43.40885972880541,9.219544457292887,65,22.619864948040426
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3387,4,2,1,Boston Pride,5v5,Mallory Souliotis,Mary Parker,76,76,110,16,159,22,Snapshot,On Net,FALSE,FALSE,68.963758598266665,-16.279673202130517,49.36598018878993,36.61966684720111,34.992020198558656
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3437,1,2,1,Minnesota Whitecaps,5v5,Allie Thunstrom,Nina Rodgers,130,79,138,53,151,46,Snapshot,Blocked,FALSE,FALSE,27.202941017470888,-31.3902681041878,14.7648230602334,38.118237105091836,-4.513988458001262
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3489,7,2,1,Boston Pride,5v4,Lauren Kelly,Taylor Turnquist,139,17,144,60,141,67,Slapshot,Blocked,FALSE,FALSE,43.289721643826724,27.474431626277134,7.615773105863909,53.665631459994955,-26.56505117707799
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3528,2,2,1,Boston Pride,5v4,Taylor Turnquist,McKenna Brand,129,27,143,4,158,18,Snapshot,On Net,TRUE,FALSE,26.92582403567252,14.931417178137556,20.518284528683193,39.824615503479755,38.884496433714595
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3594,3,2,1,Boston Pride,6v4,Samantha Davis,Kaleigh Fratkin,181,3,131,12,134,33,Slapshot,Blocked,FALSE,FALSE,50.80354318352215,78.69006752597979,21.213203435596427,55.90169943749474,10.304846468766033
2021-01-23,Buffalo Beauts,Connecticut Whale,1,55,1,0,0,Connecticut Whale,5v5,Katelynn Russ,Alyssa Wohlfeiler,187,50,178,41,178,41,Snapshot,On Net,FALSE,TRUE,12.727922061357855,-74.05460409907715,0,11.180339887498949,10.304846468766033
2021-01-23,Buffalo Beauts,Connecticut Whale,1,157,1,0,0,Connecticut Whale,5v5,Maddie Bishop,Shannon Doyle,184,8,137,11,138,14,Wristshot,Blocked,TRUE,FALSE,47.095647357266465,81.86989764584403,3.1622776601683795,58.66856057549052,29.623748751173814
2021-01-23,Buffalo Beauts,Connecticut Whale,1,200,0,0,0,Buffalo Beauts,5v5,Iveta Klimasova,Alyson Matteau,168,81,132,69,132,69,Snapshot,Blocked,TRUE,TRUE,37.94733192202055,-61.07357416474639,0,62.64982043070834,-24.519642688190764
2021-01-23,Buffalo Beauts,Connecticut Whale,1,332,1,0,0,Buffalo Beauts,5v4,Alyson Matteau,Jordan Juron,141,18,163,44,163,44,Snapshot,On Net,TRUE,TRUE,34.058772731852805,27.512002623851455,0,26.019223662515376,-2.2025981617658053
2021-01-23,Buffalo Beauts,Connecticut Whale,1,511,6,0,0,Buffalo Beauts,5v5,Alyson Matteau,Kristin Lewicki,31,2,52,4,165,29,Snapshot,On Net,FALSE,FALSE,21.095023109728988,14.54703926208894,115.73245007343446,27.784887978899608,30.256437163529263
2021-01-23,Buffalo Beauts,Connecticut Whale,1,519,0,0,0,Buffalo Beauts,5v5,Jordan Juron,Kristin Lewicki,182,62,167,49,170,46,Fan,Missed,FALSE,FALSE,19.849433241279208,-69.77514056883192,4.242640687119285,19.235384061671343,-8.972626614896393
2021-01-23,Buffalo Beauts,Connecticut Whale,1,545,0,0,0,Connecticut Whale,5v5,Kayla Friesen,Amanda Conway,196,28,163,38,163,38,Snapshot,Blocked,FALSE,TRUE,34.48187929913333,115.01689347810004,0,26.476404589747453,10.885527054658738
2021-01-23,Buffalo Beauts,Connecticut Whale,1,789,1,0,0,Buffalo Beauts,5v5,Neve Van Pelt,Autumn MacDougall,190,35,194,39,187,49,Wristshot,On Net,FALSE,FALSE,5.656854249492381,97.12501634890181,12.206555615733702,6.324555320336759,-71.56505117707799
2021-01-23,Buffalo Beauts,Connecticut Whale,1,825,2,0,0,Connecticut Whale,5v5,Emma Vlasic,Tori Howran,177,80,127,78,129,76,Snapshot,On Net,FALSE,FALSE,50.039984012787215,-72.030860259843,2.8284271247461903,68.47627326307996,-28.810793742973058
2021-01-23,Buffalo Beauts,Connecticut Whale,1,866,1,0,0,Connecticut Whale,5v5,Sarah Schwenzfeier,Kaycie Anderson,136,78,135,63,150,62,Snapshot,On Net,FALSE,FALSE,15.033296378372908,-33.43986920578224,15.033296378372908,43.382023926967726,-25.97439396243132
2021-01-23,Buffalo Beauts,Connecticut Whale,1,908,1,0,0,Buffalo Beauts,5v5,Lenka Curmova,Megan Delay,137,4,134,50,134,50,Snapshot,Blocked,TRUE,TRUE,46.09772228646444,36.86989764584402,0,55.44366510251645,-7.253194612725333
2021-01-23,Buffalo Beauts,Connecticut Whale,1,943,2,0,0,Connecticut Whale,5v5,Kayla Friesen,Nicole Guagliardo,159,4,163,26,169,28,Snapshot,Missed,FALSE,TRUE,22.360679774997898,52.43140797117251,6.324555320336759,25,36.86989764584402
2021-01-23,Buffalo Beauts,Connecticut Whale,1,983,4,0,0,Buffalo Beauts,5v5,Iveta Klimasova,Brittany Colton,100,80,115,56,151,73,Wristshot,Blocked,TRUE,FALSE,28.30194339616981,-22.574138078648208,39.81205847478876,48.41487374764082,-38.290163192243064
2021-01-23,Buffalo Beauts,Connecticut Whale,1,1021,1,0,0,Connecticut Whale,5v5,Emma Vlasic,Katelynn Russ,196,57,181,36,181,36,Snapshot,On Net,FALSE,TRUE,25.80697580112788,-116.56505117707799,0,10.63014581273465,41.185925165709655
2021-01-23,Buffalo Beauts,Connecticut Whale,1,1093,7,0,0,Connecticut Whale,5v5,Elena Orlando,Janine Weber,12,25,46,8,147,36,Snapshot,On Net,TRUE,FALSE,38.01315561749642,5.806726905531578,104.80935072788114,42.579337712087536,9.462322208025617
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1240,5,0,0,Connecticut Whale,5v5,Tori Howran,Janine Weber,19,75,93,48,177,43,Snapshot,On Net,FALSE,FALSE,78.77182237323191,-10.660348294535334,84.1486779456457,12,0
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1254,0,0,0,Buffalo Beauts,5v5,Brooke Stacey,Kristin Lewicki,166,21,178,42,178,42,Snapshot,Missed,FALSE,TRUE,24.186773244895647,43.72696997994329,0,11.045361017187261,5.194428907734806
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1332,4,0,0,Buffalo Beauts,5v5,Megan Delay,Iveta Klimasova,80,31,95,12,121,7,Slapshot,On Net,TRUE,FALSE,24.20743687382041,6.282492088161383,26.476404589747453,76.94153624668537,27.89727103094763
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1446,6,0,0,Connecticut Whale,5v5,Shannon Doyle,Kayla Friesen,17,8,50,35,144,70,Snapshot,Goal,TRUE,FALSE,42.638011210655684,11.501984646970913,100.30453628824571,52.478567053607705,-30.96375653207352
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1471,1,0,1,Connecticut Whale,5v5,Maddie Bishop,Amanda Conway,172,6,157,7,164,15,Wristshot,On Net,TRUE,FALSE,15.033296378372908,65.32313682966296,10.63014581273465,37.53664875824692,48.239700296102136
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1479,6,0,1,Buffalo Beauts,5v5,Kayla Meneghin,Cassidy MacPherson,46,39,59,24,174,24,Wristshot,On Net,FALSE,FALSE,19.849433241279208,1.6022613462709752,115,24.20743687382041,51.70983680775693
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1493,5,0,1,Connecticut Whale,5v5,Katelynn Russ,Alyssa Wohlfeiler,42,4,86,25,155,11,Wristshot,On Net,TRUE,FALSE,48.75448697299562,14.858614447924662,70.40596565632774,46.69047011971501,43.264295411071615
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1578,2,0,1,Buffalo Beauts,5v5,Dominique Kremer,Erin Gehen,90,3,112,6,127,1,Snapshot,Blocked,TRUE,FALSE,22.20360331117452,22.0006983505406,15.811388300841896,74.88658090739622,34.11447294534126
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1622,3,0,1,Buffalo Beauts,5v5,Iveta Klimasova,Neve Van Pelt,199,60,199,54,185,29,Wristshot,On Net,TRUE,FALSE,6,-120.46554491945989,28.653097563788805,14.560219778561036,74.05460409907715
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1664,1,0,1,Buffalo Beauts,5v5,Kayla Meneghin,Hunter Accursi,158,49,162,62,166,62,Wristshot,Blocked,TRUE,FALSE,13.601470508735444,-10.954062643398334,4,29.832867780352597,-39.559667968994496
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1828,0,0,1,Buffalo Beauts,5v5,Erin Gehen,Jordan Juron,166,42,162,44,166,46,Snapshot,Missed,TRUE,FALSE,4.47213595499958,2.489552921999156,4.47213595499958,23.194827009486403,-7.431407971172507
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1920,4,0,1,Buffalo Beauts,5v5,Autumn MacDougall,Lenka Curmova,85,6,91,16,137,65,Snapshot,On Net,TRUE,FALSE,11.661903789690601,19.5839937702482,67.20863039818622,56.462376853972415,-22.932100437589785
2021-01-23,Buffalo Beauts,Connecticut Whale,2,2097,2,0,1,Connecticut Whale,5v5,Hanna Beattie,Maggie LaGue,133,63,137,9,150,5,Snapshot,Blocked,TRUE,FALSE,54.147945482723536,-19.653824058053306,13.601470508735444,54.45181356024793,44.255940797111286
2021-01-23,Buffalo Beauts,Connecticut Whale,2,2312,2,0,1,Buffalo Beauts,5v5,Iveta Klimasova,Whitney Dove,146,80,138,26,144,22,Snapshot,Missed,TRUE,FALSE,54.589376255824725,-40.71084667118098,7.211102550927978,49.658836071740545,25.016893478100023
2021-01-23,Buffalo Beauts,Connecticut Whale,2,2373,4,0,1,Connecticut Whale,5v5,Tori Howran,Nicole Guagliardo,197,37,134,49,151,47,Snapshot,Blocked,TRUE,FALSE,64.13267497929586,143.13010235415598,17.11724276862369,38.2099463490856,-6.009005957494525
2021-01-23,Buffalo Beauts,Connecticut Whale,3,2429,2,0,1,Connecticut Whale,5v5,Tori Howran,Nicole Guagliardo,103,36,121,18,156,18,Snapshot,Blocked,TRUE,FALSE,25.45584412271571,4.653351587268386,35,41.400483088968905,37.14668669802178
