game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_skaters,away_team_skaters,home_team_goals,away_team_goals,team,event,passer,pass_type,pass_x,pass_y,rec_x,rec_y,shooter,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer,pass_dist,shooter_dist,shot_dist
2021-01-23,Minnesota Whitecaps,Boston Pride,1,702,1,4,5,0,0,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,161,5,157,56,Sydney Baldwin,169,58,Snapshot,Blocked,TRUE,FALSE,51.15662224971465,12.165525060596439,25
2021-01-23,Minnesota Whitecaps,Boston Pride,1,838,0,5,5,0,1,Boston Pride,Shot,Tereza Vanisova,Direct,162,62,145,41,Mallory Souliotis,145,41,Fan,Missed,TRUE,TRUE,27.018512172212592,0,44.04543109109048
2021-01-23,Minnesota Whitecaps,Boston Pride,1,846,3,5,5,0,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,135,11,174,12,Samantha Davis,164,41,Fan,Missed,TRUE,FALSE,39.01281840626232,30.675723300355934,25.079872407968907
2021-01-23,Minnesota Whitecaps,Boston Pride,1,924,2,5,5,1,1,Boston Pride,Shot,Meaghan Rickard,Direct,137,65,146,56,Meghara McManus,159,44,Snapshot,Blocked,TRUE,FALSE,12.727922061357855,17.69180601295413,30.01666203960727
2021-01-23,Minnesota Whitecaps,Boston Pride,1,962,1,4,5,1,1,Boston Pride,Shot,McKenna Brand,Direct,134,55,138,6,Taylor Turnquist,155,6,Snapshot,Missed,TRUE,FALSE,49.16299421312742,17,50.24937810560445
2021-01-23,Minnesota Whitecaps,Boston Pride,1,973,2,4,5,1,1,Boston Pride,Shot,Taylor Turnquist,Direct,159,16,138,38,McKenna Brand,147,40,Wristshot,On Net,TRUE,FALSE,30.4138126514911,9.219544457292887,42.1070065428546
2021-01-23,Minnesota Whitecaps,Boston Pride,1,1034,2,4,5,1,1,Boston Pride,Shot,Samantha Davis,Direct,161,10,129,47,Kaleigh Fratkin,136,54,Slapshot,Blocked,TRUE,FALSE,48.91829923454004,9.899494936611665,54.12947441089743
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1205,2,5,5,1,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,103,14,119,15,McKenna Brand,163,20,Wristshot,Blocked,TRUE,FALSE,16.0312195418814,44.28317965096906,34.713109915419565
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1218,0,5,5,1,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,191,66,173,69,Haley Mack,173,69,Snapshot,On Net,TRUE,TRUE,18.24828759089466,0,30.528675044947494
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1279,2,5,5,1,1,Minnesota Whitecaps,Shot,Haylea Schmid,Direct,118,6,129,21,Allie Thunstrom,170,25,Wristshot,Missed,TRUE,FALSE,18.601075237738275,41.19465984809196,26.1725046566048
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1302,1,5,5,1,1,Minnesota Whitecaps,Shot,Jonna Curtis,Direct,151,72,150,49,Haylea Schmid,155,46,Wristshot,Blocked,TRUE,FALSE,23.021728866442675,5.830951894845301,34.132096331752024
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1311,4,5,5,1,1,Boston Pride,Shot,Samantha Davis,Direct,61,7,101,72,Mary Parker,170,74,Wristshot,On Net,TRUE,FALSE,76.32168761236873,69.02897942168927,36.359317925395686
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1326,5,5,5,1,1,Minnesota Whitecaps,Shot,Audra Richards,Direct,56,16,86,9,Jonna Curtis,164,17,Snapshot,Blocked,TRUE,FALSE,30.805843601498726,78.40918313565064,36.069377593742864
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1357,1,5,5,1,1,Boston Pride,Shot,Jenna Rheault,Direct,132,24,140,6,Meghara McManus,156,14,Wristshot,On Net,TRUE,FALSE,19.697715603592208,17.88854381999832,43.93176527297759
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1404,1,5,5,1,1,Boston Pride,Shot,Meaghan Rickard,Direct,191,58,146,56,Mallory Souliotis,146,56,Slapshot,Blocked,TRUE,TRUE,45.044422518220834,0,44.9221548904324
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1444,1,5,5,1,1,Minnesota Whitecaps,Shot,Chelsey Brodt-Rosenthal,Direct,169,24,176,39,Meghan Lorence,176,39,Deflection,On Net,TRUE,FALSE,16.55294535724685,0,13.601470508735444
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1452,0,5,5,1,1,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,198,31,163,42,Emma Stauber,163,42,Wristshot,Blocked,TRUE,FALSE,36.68787265568828,0,26.019223662515376
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1479,1,4,5,1,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,135,9,135,63,Mallory Souliotis,139,59,Wristshot,Missed,TRUE,FALSE,54,5.656854249492381,52.49761899362675
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1499,4,4,5,1,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,47,46,86,11,Mallory Souliotis,161,11,Wristshot,Blocked,TRUE,FALSE,52.40229002629561,75,42.5205832509386
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1540,1,4,5,1,1,Boston Pride,Shot,McKenna Brand,Direct,188,14,130,9,Kaleigh Fratkin,129,16,Slapshot,Blocked,TRUE,FALSE,58.215118311311535,7.0710678118654755,65.79513659838392
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1551,1,4,5,1,1,Boston Pride,Shot,Christina Putigna,Direct,152,28,180,23,McKenna Brand,180,23,Wristshot,On Net,FALSE,FALSE,28.442925306655784,0,21.93171219946131
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1560,3,4,5,1,1,Boston Pride,Shot,McKenna Brand,Direct,193,22,167,11,Christina Putigna,157,37,Wristshot,On Net,TRUE,FALSE,28.231188426986208,27.85677655436824,32.55764119219941
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1572,0,4,5,1,1,Boston Pride,Shot,Christina Putigna,Direct,167,29,183,25,Jillian Dempsey,183,25,Snapshot,On Net,FALSE,TRUE,16.492422502470642,0,18.973665961010276
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1646,2,5,5,1,1,Minnesota Whitecaps,Shot,Nina Rodgers,Direct,106,5,108,37,Haylea Schmid,139,30,Wristshot,On Net,TRUE,FALSE,32.0624390837628,31.78049716414141,51.66236541235796
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1667,1,5,5,1,1,Boston Pride,Shot,Lexie Laing,Direct,173,83,129,75,Paige Capistran,128,64,Wristshot,Missed,TRUE,FALSE,44.721359549995796,11.045361017187261,64.51356446515724
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1687,1,5,5,1,1,Boston Pride,Shot,Mary Parker,Direct,157,3,131,6,Jenna Rheault,130,18,Slapshot,Blocked,TRUE,FALSE,26.1725046566048,12.041594578792296,64.07807737440318
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1798,2,5,5,1,1,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,95,58,122,11,Meghan Lorence,154,15,Wristshot,Blocked,TRUE,FALSE,54.20332093147061,32.2490309931942,44.82186966202994
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1823,1,5,5,1,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,150,21,160,6,Haley Mack,167,24,Wristshot,Missed,TRUE,FALSE,18.027756377319946,19.313207915827967,29.068883707497267
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1850,5,5,5,1,1,Minnesota Whitecaps,Shot,Nina Rodgers,Indirect,35,79,88,5,Allie Thunstrom,172,15,Snapshot,Blocked,TRUE,FALSE,91.02197536858887,84.5931439302264,32.7566787083184
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1872,4,5,5,1,1,Minnesota Whitecaps,Shot,Haylea Schmid,Indirect,159,83,176,82,Nina Rodgers,160,58,Wristshot,On Net,TRUE,FALSE,17.029386365926403,28.844410203711913,32.64965543462902
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1916,1,5,5,1,1,Minnesota Whitecaps,Shot,Nina Rodgers,Direct,158,38,182,43,Audra Richards,184,39,Wristshot,On Net,FALSE,FALSE,24.515301344262525,4.47213595499958,6.4031242374328485
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1930,1,5,5,2,1,Boston Pride,Shot,Paige Capistran,Direct,145,84,182,59,Samantha Davis,182,59,Deflection,On Net,TRUE,FALSE,44.654227123532216,0,17.46424919657298
2021-01-23,Minnesota Whitecaps,Boston Pride,2,1982,4,5,5,2,1,Minnesota Whitecaps,Shot,Sydney Baldwin,Direct,119,45,125,17,Meghan Lorence,164,26,Snapshot,Blocked,TRUE,FALSE,28.635642126552707,40.024992192379,30.23243291566195
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2015,3,5,5,2,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,173,5,189,10,Sydney Baldwin,159,32,Snapshot,On Net,TRUE,FALSE,16.76305461424021,37.20215047547655,31.953090617340916
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2090,3,5,5,2,1,Boston Pride,Shot,Samantha Davis,Indirect,136,79,161,71,Taylor Wenczkowski,182,68,Wristshot,On Net,FALSE,FALSE,26.248809496813376,21.213203435596427,25.96150997149434
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2120,1,5,5,2,1,Boston Pride,Shot,Samantha Davis,Direct,170,84,127,79,Lauren Kelly,128,60,Slapshot,Missed,TRUE,FALSE,43.289721643826724,19.026297590440446,63.324560795950255
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2203,1,4,5,2,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,164,69,171,34,Stephanie Anderson,171,34,Snapshot,On Net,FALSE,TRUE,35.6931365951495,0,20.12461179749811
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2211,4,4,5,2,1,Boston Pride,Shot,McKenna Brand,Indirect,46,5,114,18,Jillian Dempsey,165,25,Wristshot,On Net,FALSE,FALSE,69.2314957226839,51.478150704935004,30
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2361,1,5,4,2,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,165,12,168,73,Nina Rodgers,168,73,Fan,Missed,FALSE,TRUE,61.07372593840988,0,36.61966684720111
2021-01-23,Minnesota Whitecaps,Boston Pride,2,2367,1,5,4,2,1,Minnesota Whitecaps,Shot,Haley Mack,Direct,197,56,168,32,Meghan Lorence,168,32,Snapshot,On Net,FALSE,TRUE,37.64306044943742,0,23.706539182259394
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2446,2,5,4,2,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,164,4,125,36,Sydney Baldwin,128,50,Wristshot,Blocked,TRUE,FALSE,50.44799302251776,14.317821063276353,61.40032573203501
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2462,4,5,5,2,1,Minnesota Whitecaps,Shot,Sydney Baldwin,Direct,33,27,113,4,Jonna Curtis,161,20,Wristshot,Blocked,TRUE,FALSE,83.24061508662703,50.59644256269407,36.235341863986875
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2538,4,5,5,2,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,55,50,100,12,Mallory Souliotis,173,16,Snapshot,On Net,FALSE,FALSE,58.89821729050889,73.10950690573696,31.38470965295043
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2583,2,5,5,2,1,Boston Pride,Shot,Lauren Kelly,Direct,114,84,132,70,Taylor Wenczkowski,169,52,Snapshot,On Net,FALSE,FALSE,22.80350850198276,41.14608122288197,21.93171219946131
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2597,0,5,5,2,1,Boston Pride,Shot,Carlee Turner,Direct,185,79,167,59,Meghara McManus,169,58,Snapshot,On Net,TRUE,FALSE,26.90724809414742,2.23606797749979,25
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2621,0,5,5,2,1,Minnesota Whitecaps,Shot,Jonna Curtis,Indirect,143,35,145,37,Allie Thunstrom,145,37,Snapshot,Missed,TRUE,TRUE,2.8284271247461903,0,44.40720662234904
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2721,6,5,5,2,1,Boston Pride,Shot,McKenna Brand,Indirect,45,80,123,81,Jillian Dempsey,166,66,Wristshot,On Net,TRUE,FALSE,78.00640999302557,45.5411901469428,32.526911934581186
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2750,1,5,5,2,1,Boston Pride,Shot,Tereza Vanisova,Direct,155,76,153,45,Taylor Wenczkowski,164,43,Snapshot,Missed,TRUE,FALSE,31.064449134018133,11.180339887498949,25
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2837,1,5,5,2,1,Minnesota Whitecaps,Shot,Haley Mack,Direct,182,8,127,10,Maddie Rowe,127,10,Slapshot,Missed,TRUE,TRUE,55.036351623268054,0,70.2353187506115
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2855,2,5,5,2,1,Boston Pride,Shot,Carlee Turner,Direct,100,25,111,12,Meghara McManus,156,17,Slapshot,Blocked,FALSE,FALSE,17.029386365926403,45.27692569068709,42.01190307520001
2021-01-23,Minnesota Whitecaps,Boston Pride,3,2862,1,5,5,2,1,Boston Pride,Shot,Meghara McManus,Direct,192,51,176,44,Meaghan Rickard,176,44,Snapshot,Missed,FALSE,TRUE,17.46424919657298,0,13.038404810405298
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3026,1,5,4,2,1,Minnesota Whitecaps,Shot,Audra Richards,Direct,151,36,170,24,Haley Mack,179,39,Snapshot,On Net,FALSE,FALSE,22.47220505424423,17.4928556845359,10.770329614269007
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3046,1,5,4,2,1,Boston Pride,Shot,Meghara McManus,Direct,163,28,164,50,Carlee Turner,172,51,Snapshot,On Net,FALSE,FALSE,22.02271554554524,8.06225774829855,18.788294228055936
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3087,2,5,4,2,1,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,154,49,140,51,Sydney Baldwin,156,42,Snapshot,Blocked,FALSE,FALSE,14.142135623730951,18.35755975068582,33.015148038438355
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3111,0,5,5,2,1,Boston Pride,Shot,Samantha Davis,Direct,187,24,171,28,Jenna Rheault,171,28,Fan,Missed,FALSE,TRUE,16.492422502470642,0,23.430749027719962
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3196,2,5,4,2,1,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,195,26,136,50,Sydney Baldwin,150,45,Snapshot,Missed,FALSE,FALSE,63.694583757176716,14.866068747318506,39.05124837953327
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3229,1,5,4,2,1,Minnesota Whitecaps,Shot,Allie Thunstrom,Direct,193,69,170,75,Meaghan Pezon,172,65,Snapshot,Missed,FALSE,FALSE,23.769728648009426,10.198039027185569,27.80287754891569
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3245,1,5,4,2,1,Minnesota Whitecaps,Shot,Jonna Curtis,Direct,194,54,182,41,Allie Thunstrom,182,41,Snapshot,On Net,FALSE,FALSE,17.69180601295413,0,7.280109889280518
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3260,3,5,4,2,1,Minnesota Whitecaps,Shot,Meaghan Pezon,Direct,152,78,136,24,Maddie Rowe,129,18,Snapshot,Missed,FALSE,FALSE,56.32051136131489,9.219544457292887,65
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3387,4,5,5,2,1,Boston Pride,Shot,Mallory Souliotis,Direct,76,76,110,16,Mary Parker,159,22,Snapshot,On Net,FALSE,FALSE,68.963758598266665,49.36598018878993,36.61966684720111
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3437,1,5,5,2,1,Minnesota Whitecaps,Shot,Allie Thunstrom,Direct,130,79,138,53,Nina Rodgers,151,46,Snapshot,Blocked,FALSE,FALSE,27.202941017470888,14.7648230602334,38.118237105091836
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3489,7,4,5,2,1,Boston Pride,Shot,Lauren Kelly,Direct,139,17,144,60,Taylor Turnquist,141,67,Slapshot,Blocked,FALSE,FALSE,43.289721643826724,7.615773105863909,53.665631459994955
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3528,2,4,5,2,1,Boston Pride,Shot,Taylor Turnquist,Direct,129,27,143,4,McKenna Brand,158,18,Snapshot,On Net,TRUE,FALSE,26.92582403567252,20.518284528683193,39.824615503479755
2021-01-23,Minnesota Whitecaps,Boston Pride,3,3594,3,4,6,2,1,Boston Pride,Shot,Samantha Davis,Direct,181,3,131,12,Kaleigh Fratkin,134,33,Slapshot,Blocked,FALSE,FALSE,50.80354318352215,21.213203435596427,55.90169943749474
2021-01-23,Buffalo Beauts,Connecticut Whale,1,55,1,5,5,0,0,Connecticut Whale,Shot,Katelynn Russ,Direct,187,50,178,41,Alyssa Wohlfeiler,178,41,Snapshot,On Net,FALSE,TRUE,12.727922061357855,0,11.180339887498949
2021-01-23,Buffalo Beauts,Connecticut Whale,1,84,3,5,5,0,0,Connecticut Whale,Shot,Katelynn Russ,Indirect,191,73,139,83,Elena Orlando,139,75,Wristshot,Missed,TRUE,FALSE,52.952809179494906,8,59.36328831862332
2021-01-23,Buffalo Beauts,Connecticut Whale,1,157,1,5,5,0,0,Connecticut Whale,Shot,Maddie Bishop,Direct,184,8,137,11,Shannon Doyle,138,14,Wristshot,Blocked,TRUE,FALSE,47.095647357266465,3.1622776601683795,58.66856057549052
2021-01-23,Buffalo Beauts,Connecticut Whale,1,200,0,5,5,0,0,Buffalo Beauts,Shot,Iveta Klimasova,Direct,168,81,132,69,Alyson Matteau,132,69,Snapshot,Blocked,TRUE,TRUE,37.94733192202055,0,62.64982043070834
2021-01-23,Buffalo Beauts,Connecticut Whale,1,332,1,5,4,0,0,Buffalo Beauts,Shot,Alyson Matteau,Direct,141,18,163,44,Jordan Juron,163,44,Snapshot,On Net,TRUE,TRUE,34.058772731852805,0,26.019223662515376
2021-01-23,Buffalo Beauts,Connecticut Whale,1,354,9,5,4,0,0,Buffalo Beauts,Shot,Carly Jackson,Indirect,2,44,2,44,Jordan Juron,166,10,Fan,Missed,FALSE,FALSE,0,167.4873129523547,40.22437072223753
2021-01-23,Buffalo Beauts,Connecticut Whale,1,500,8,5,5,0,0,Connecticut Whale,Shot,Tori Howran,Indirect,2,46,32,83,Kaycie Anderson,172,53,Wristshot,Missed,FALSE,FALSE,47.634021455258214,143.17821063276352,19.72308292331602
2021-01-23,Buffalo Beauts,Connecticut Whale,1,511,6,5,5,0,0,Buffalo Beauts,Shot,Alyson Matteau,Direct,31,2,52,4,Kristin Lewicki,165,29,Snapshot,On Net,FALSE,FALSE,21.095023109728988,115.73245007343446,27.784887978899608
2021-01-23,Buffalo Beauts,Connecticut Whale,1,519,0,5,5,0,0,Buffalo Beauts,Shot,Jordan Juron,Direct,182,62,167,49,Kristin Lewicki,170,46,Fan,Missed,FALSE,FALSE,19.849433241279208,4.242640687119285,19.235384061671343
2021-01-23,Buffalo Beauts,Connecticut Whale,1,545,0,5,5,0,0,Connecticut Whale,Shot,Kayla Friesen,Direct,196,28,163,38,Amanda Conway,163,38,Snapshot,Blocked,FALSE,TRUE,34.48187929913333,0,26.476404589747453
2021-01-23,Buffalo Beauts,Connecticut Whale,1,549,1,5,5,0,0,Connecticut Whale,Shot,Amanda Conway,Indirect,189,64,129,77,Hanna Beattie,129,77,Snapshot,Missed,FALSE,TRUE,61.39218191268331,0,68.963758598266665
2021-01-23,Buffalo Beauts,Connecticut Whale,1,643,4,5,5,0,0,Connecticut Whale,Shot,Shannon Doyle,Indirect,41,20,104,5,Alyssa Wohlfeiler,170,15,Snapshot,On Net,FALSE,FALSE,64.76109943476871,66.75327707311455,33.83784863137726
2021-01-23,Buffalo Beauts,Connecticut Whale,1,789,1,5,5,0,0,Buffalo Beauts,Shot,Neve Van Pelt,Direct,190,35,194,39,Autumn MacDougall,187,49,Wristshot,On Net,FALSE,FALSE,5.656854249492381,12.206555615733702,6.324555320336759
2021-01-23,Buffalo Beauts,Connecticut Whale,1,825,2,5,5,0,0,Connecticut Whale,Shot,Emma Vlasic,Direct,177,80,127,78,Tori Howran,129,76,Snapshot,On Net,FALSE,FALSE,50.039984012787215,2.8284271247461903,68.47627326307996
2021-01-23,Buffalo Beauts,Connecticut Whale,1,866,1,5,5,0,0,Connecticut Whale,Shot,Sarah Schwenzfeier,Direct,136,78,135,63,Kaycie Anderson,150,62,Snapshot,On Net,FALSE,FALSE,15.033296378372908,15.033296378372908,43.382023926967726
2021-01-23,Buffalo Beauts,Connecticut Whale,1,908,1,5,5,0,0,Buffalo Beauts,Shot,Lenka Curmova,Direct,137,4,134,50,Megan Delay,134,50,Snapshot,Blocked,TRUE,TRUE,46.09772228646444,0,55.44366510251645
2021-01-23,Buffalo Beauts,Connecticut Whale,1,943,2,5,5,0,0,Connecticut Whale,Shot,Kayla Friesen,Direct,159,4,163,26,Nicole Guagliardo,169,28,Snapshot,Missed,FALSE,TRUE,22.360679774997898,6.324555320336759,25
2021-01-23,Buffalo Beauts,Connecticut Whale,1,983,4,5,5,0,0,Buffalo Beauts,Shot,Iveta Klimasova,Direct,100,80,115,56,Brittany Colton,151,73,Wristshot,Blocked,TRUE,FALSE,28.30194339616981,39.81205847478876,48.41487374764082
2021-01-23,Buffalo Beauts,Connecticut Whale,1,1021,1,5,5,0,0,Connecticut Whale,Shot,Emma Vlasic,Direct,196,57,181,36,Katelynn Russ,181,36,Snapshot,On Net,FALSE,TRUE,25.80697580112788,0,10.63014581273465
2021-01-23,Buffalo Beauts,Connecticut Whale,1,1093,7,5,5,0,0,Connecticut Whale,Shot,Elena Orlando,Direct,12,25,46,8,Janine Weber,147,36,Snapshot,On Net,TRUE,FALSE,38.01315561749642,104.80935072788114,42.579337712087536
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1240,5,5,5,0,0,Connecticut Whale,Shot,Tori Howran,Direct,19,75,93,48,Janine Weber,177,43,Snapshot,On Net,FALSE,FALSE,78.77182237323191,84.1486779456457,12
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1254,0,5,5,0,0,Buffalo Beauts,Shot,Brooke Stacey,Direct,166,21,178,42,Kristin Lewicki,178,42,Snapshot,Missed,FALSE,TRUE,24.186773244895647,0,11.045361017187261
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1332,4,5,5,0,0,Buffalo Beauts,Shot,Megan Delay,Direct,80,31,95,12,Iveta Klimasova,121,7,Slapshot,On Net,TRUE,FALSE,24.20743687382041,26.476404589747453,76.94153624668537
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1446,6,5,5,0,0,Connecticut Whale,Goal,Shannon Doyle,Direct,17,8,50,35,Kayla Friesen,144,70,Snapshot,On Net,TRUE,FALSE,42.638011210655684,100.30453628824571,52.478567053607705
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1471,1,5,5,0,1,Connecticut Whale,Shot,Maddie Bishop,Direct,172,6,157,7,Amanda Conway,164,15,Wristshot,On Net,TRUE,FALSE,15.033296378372908,10.63014581273465,37.53664875824692
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1479,6,5,5,0,1,Buffalo Beauts,Shot,Kayla Meneghin,Direct,46,39,59,24,Cassidy MacPherson,174,24,Wristshot,On Net,FALSE,FALSE,19.849433241279208,115,24.20743687382041
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1493,5,5,5,0,1,Connecticut Whale,Shot,Katelynn Russ,Direct,42,4,86,25,Alyssa Wohlfeiler,155,11,Wristshot,On Net,TRUE,FALSE,48.75448697299562,70.40596565632774,46.69047011971501
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1566,7,5,5,0,1,Connecticut Whale,Shot,Nicole Guagliardo,Indirect,30,84,30,71,Janine Weber,173,83,Wristshot,On Net,TRUE,FALSE,13,143.50261321662404,43.08131845707603
2021-01-23,Buffalo Beauts,Connecticut Whale,2,1578,2,5,5,0,1,Buffalo Beauts,Shot,Dominique Kremer,Direct,90,3,112,6,Erin Gehen,127,1,Snapshot,Blocked,TRUE,FALSE,22.20360331117452,15.811388300841896,74.88658090739622
